,0,1,2,3,4,5,6,7,8,9,10,11,12,13
53,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
54,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
55,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
56,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
57,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
58,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
59,0.0,0.045,0.557,0.855,0.977,1.0,,,,,,,,
60,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
61,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
62,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
63,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
64,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
65,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
66,0.0,0.042,0.562,0.861,0.977,1.0,,,,,,,,
67,0.0,0.044,0.56,0.862,0.978,1.0,,,,,,,,
68,0.0,0.044,0.56,0.862,0.978,1.0,,,,,,,,
69,0.0,0.044,0.56,0.862,0.978,1.0,,,,,,,,
70,0.0,0.044,0.56,0.862,0.978,1.0,,,,,,,,
71,0.0,0.044,0.56,0.862,0.978,1.0,,,,,,,,
72,0.0,0.044,0.56,0.862,0.978,1.0,,,,,,,,
73,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
74,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
75,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
76,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
77,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
78,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
79,0.0,0.055,0.456,0.847,0.985,1.0,,,,,,,,
80,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
81,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
82,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
83,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
84,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
85,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
86,0.0,0.046,0.549,0.854,0.985,1.0,,,,,,,,
87,0.0,0.169,0.562,0.858,0.979,1.0,,,,,,,,
88,0.0,0.169,0.562,0.858,0.979,1.0,,,,,,,,
89,0.0,0.169,0.562,0.858,0.979,1.0,,,,,,,,
90,0.0,0.169,0.562,0.858,0.979,1.0,,,,,,,,
91,0.0,0.169,0.562,0.858,0.979,1.0,,,,,,,,
92,0.0,0.169,0.562,0.858,0.979,1.0,,,,,,,,
93,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
94,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
95,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
96,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
97,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
98,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
99,0.0,0.164,0.568,0.863,0.98,1.0,,,,,,,,
100,0.0,0.109,0.325,0.397,0.489,0.58,0.793,0.841,0.92,0.947,0.947,0.962,0.99,1.0
101,0.0,0.109,0.325,0.397,0.489,0.58,0.793,0.841,0.92,0.947,0.947,0.962,0.99,1.0
102,0.0,0.109,0.325,0.397,0.489,0.58,0.793,0.841,0.92,0.947,0.947,0.962,0.99,1.0
103,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
104,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
105,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
106,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
107,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
108,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
109,0.0,0.119,0.232,0.377,0.486,0.573,0.764,0.838,0.871,0.932,0.952,0.957,0.964,1.0
110,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
111,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
112,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
113,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
114,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
115,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
116,0.0,0.109,0.326,0.404,0.532,0.633,0.828,0.86,0.921,0.946,0.95,0.961,1.0,
117,0.0,0.118,0.226,0.377,0.485,0.579,0.798,0.837,0.87,0.929,0.948,0.953,0.99,1.0
118,0.0,0.118,0.226,0.377,0.485,0.579,0.798,0.837,0.87,0.929,0.948,0.953,0.99,1.0
119,0.0,0.118,0.226,0.377,0.485,0.579,0.798,0.837,0.87,0.929,0.948,0.953,0.99,1.0
120,0.0,0.118,0.226,0.377,0.485,0.579,0.798,0.837,0.87,0.929,0.948,0.953,0.99,1.0
121,0.0,0.118,0.226,0.377,0.485,0.579,0.798,0.837,0.87,0.929,0.948,0.953,0.99,1.0
122,0.0,0.118,0.226,0.377,0.485,0.579,0.798,0.837,0.87,0.929,0.948,0.953,0.99,1.0
123,0.0,0.11,0.329,0.405,0.525,0.622,0.815,0.851,0.916,0.945,0.945,0.961,1.0,
124,0.0,0.11,0.329,0.405,0.525,0.622,0.815,0.851,0.916,0.945,0.945,0.961,1.0,
125,0.0,0.025,0.196,0.343,0.516,0.648,0.848,0.931,0.983,0.993,1.0,,,
126,0.0,0.025,0.196,0.343,0.516,0.648,0.848,0.931,0.983,0.993,1.0,,,
127,0.0,0.025,0.196,0.343,0.516,0.648,0.848,0.931,0.983,0.993,1.0,,,
128,0.0,0.025,0.196,0.343,0.516,0.648,0.848,0.931,0.983,0.993,1.0,,,
129,0.0,0.025,0.196,0.343,0.516,0.648,0.848,0.931,0.983,0.993,1.0,,,
130,0.0,0.025,0.196,0.343,0.516,0.648,0.848,0.931,0.983,0.993,1.0,,,
131,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
132,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
133,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
134,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
135,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
136,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
137,0.0,0.026,0.188,0.353,0.533,0.655,0.856,0.93,0.985,1.0,,,,
138,0.0,0.026,0.107,0.356,0.527,0.65,0.846,0.934,0.99,1.0,,,,
139,0.0,0.026,0.107,0.356,0.527,0.65,0.846,0.934,0.99,1.0,,,,
140,0.0,0.026,0.107,0.356,0.527,0.65,0.846,0.934,0.99,1.0,,,,
141,0.0,0.026,0.107,0.356,0.527,0.65,0.846,0.934,0.99,1.0,,,,
142,0.0,0.026,0.107,0.356,0.527,0.65,0.846,0.934,0.99,1.0,,,,
143,0.0,0.026,0.107,0.356,0.527,0.65,0.846,0.934,0.99,1.0,,,,
144,0.0,0.029,0.109,0.353,0.527,0.65,0.849,0.93,0.99,1.0,,,,
145,0.0,0.029,0.109,0.353,0.527,0.65,0.849,0.93,0.99,1.0,,,,
146,0.0,0.029,0.109,0.353,0.527,0.65,0.849,0.93,0.99,1.0,,,,
147,0.0,0.029,0.109,0.353,0.527,0.65,0.849,0.93,0.99,1.0,,,,
148,0.0,0.029,0.109,0.353,0.527,0.65,0.849,0.93,0.99,1.0,,,,
149,0.0,0.029,0.109,0.353,0.527,0.65,0.849,0.93,0.99,1.0,,,,
150,0.0,0.006,0.126,0.312,0.448,0.532,0.659,0.912,0.955,0.992,0.992,0.992,0.992,1.0
151,0.0,0.006,0.126,0.312,0.448,0.532,0.659,0.912,0.955,0.992,0.992,0.992,0.992,1.0
152,0.0,0.006,0.126,0.312,0.448,0.532,0.659,0.912,0.955,0.992,0.992,0.992,0.992,1.0
153,0.0,0.006,0.126,0.312,0.448,0.532,0.659,0.912,0.955,0.992,0.992,0.992,0.992,1.0
154,0.0,0.006,0.126,0.312,0.448,0.532,0.659,0.912,0.955,0.992,0.992,0.992,0.992,1.0
155,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
156,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
157,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
158,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
159,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
160,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
161,0.0,0.008,0.185,0.365,0.503,0.583,0.674,0.895,0.935,0.983,0.987,0.987,0.993,1.0
162,0.0,0.008,0.119,0.328,0.478,0.589,0.678,0.897,0.938,0.984,0.984,0.987,0.994,1.0
163,0.0,0.008,0.119,0.328,0.478,0.589,0.678,0.897,0.938,0.984,0.984,0.987,0.994,1.0
164,0.0,0.008,0.119,0.328,0.478,0.589,0.678,0.897,0.938,0.984,0.984,0.987,0.994,1.0
165,0.0,0.008,0.119,0.328,0.478,0.589,0.678,0.897,0.938,0.984,0.984,0.987,0.994,1.0
166,0.0,0.008,0.119,0.328,0.478,0.589,0.678,0.897,0.938,0.984,0.984,0.987,0.994,1.0
167,0.0,0.008,0.119,0.328,0.478,0.589,0.678,0.897,0.938,0.984,0.984,0.987,0.994,1.0
168,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
169,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
170,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
171,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
172,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
173,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
174,0.0,0.007,0.124,0.333,0.476,0.587,0.679,0.896,0.94,0.987,0.987,0.991,0.997,1.0
175,0.0,0.075,0.235,0.434,0.71,0.81,0.933,0.94,0.94,0.96,1.0,,,
176,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
177,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
178,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
179,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
180,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
181,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
182,0.0,0.093,0.267,0.496,0.782,0.868,0.939,0.961,0.961,0.978,1.0,,,
183,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
184,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
185,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
186,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
187,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
188,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
189,0.0,0.086,0.279,0.493,0.724,0.882,0.944,0.95,0.95,0.969,1.0,,,
190,0.0,0.079,0.23,0.46,0.719,0.875,0.942,0.962,0.962,1.0,,,,
191,0.0,0.079,0.23,0.46,0.719,0.875,0.942,0.962,0.962,1.0,,,,
192,0.0,0.079,0.23,0.46,0.719,0.875,0.942,0.962,0.962,1.0,,,,
193,0.0,0.079,0.23,0.46,0.719,0.875,0.942,0.962,0.962,1.0,,,,
194,0.0,0.079,0.23,0.46,0.719,0.875,0.942,0.962,0.962,1.0,,,,
195,0.0,0.079,0.23,0.46,0.719,0.875,0.942,0.962,0.962,1.0,,,,
196,0.0,0.118,0.27,0.485,0.749,0.87,0.957,0.957,0.957,0.978,1.0,,,
197,0.0,0.118,0.27,0.485,0.749,0.87,0.957,0.957,0.957,0.978,1.0,,,
198,0.0,0.118,0.27,0.485,0.749,0.87,0.957,0.957,0.957,0.978,1.0,,,
199,0.0,0.118,0.27,0.485,0.749,0.87,0.957,0.957,0.957,0.978,1.0,,,
