,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.036,0.494,0.945,0.975,1.0,,,,,,,
1,0.0,0.036,0.494,0.945,0.975,1.0,,,,,,,
2,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
3,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
4,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
5,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
6,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
7,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
8,0.0,0.051,0.485,0.942,0.976,1.0,,,,,,,
9,0.0,0.053,0.487,0.946,0.976,1.0,,,,,,,
10,0.0,0.053,0.487,0.946,0.976,1.0,,,,,,,
11,0.0,0.053,0.487,0.946,0.976,1.0,,,,,,,
12,0.0,0.053,0.487,0.946,0.976,1.0,,,,,,,
13,0.0,0.053,0.487,0.946,0.976,1.0,,,,,,,
14,0.0,0.053,0.487,0.946,0.976,1.0,,,,,,,
15,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
16,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
17,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
18,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
19,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
20,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
21,0.0,0.055,0.492,0.943,0.975,1.0,,,,,,,
22,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
23,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
24,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
25,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
26,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
27,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
28,0.0,0.036,0.462,0.947,0.975,1.0,,,,,,,
29,0.0,0.035,0.459,0.942,0.975,1.0,,,,,,,
30,0.0,0.035,0.459,0.942,0.975,1.0,,,,,,,
31,0.0,0.035,0.459,0.942,0.975,1.0,,,,,,,
32,0.0,0.035,0.459,0.942,0.975,1.0,,,,,,,
33,0.0,0.035,0.459,0.942,0.975,1.0,,,,,,,
34,0.0,0.035,0.459,0.942,0.975,1.0,,,,,,,
35,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
36,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
37,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
38,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
39,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
40,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
41,0.0,0.037,0.462,0.947,0.976,1.0,,,,,,,
42,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
43,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
44,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
45,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
46,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
47,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
48,0.0,0.037,0.461,0.947,0.975,1.0,,,,,,,
49,0.0,0.036,0.458,0.946,0.975,1.0,,,,,,,
50,0.0,0.036,0.458,0.946,0.975,1.0,,,,,,,
51,0.0,0.036,0.458,0.946,0.975,1.0,,,,,,,
52,0.0,0.036,0.458,0.946,0.975,1.0,,,,,,,
53,0.0,0.036,0.458,0.946,0.975,1.0,,,,,,,
54,0.0,0.036,0.458,0.946,0.975,1.0,,,,,,,
55,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
56,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
57,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
58,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
59,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
60,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
61,0.0,0.057,0.489,0.942,0.976,1.0,,,,,,,
62,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
63,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
64,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
65,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
66,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
67,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
68,0.0,0.058,0.489,0.942,0.976,1.0,,,,,,,
69,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
70,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
71,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
72,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
73,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
74,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
75,0.0,0.057,0.486,0.942,0.976,1.0,,,,,,,
76,0.0,0.059,0.49,0.942,0.976,1.0,,,,,,,
77,0.0,0.059,0.49,0.942,0.976,1.0,,,,,,,
78,0.0,0.059,0.49,0.942,0.976,1.0,,,,,,,
79,0.0,0.059,0.49,0.942,0.976,1.0,,,,,,,
80,0.0,0.059,0.49,0.942,0.976,1.0,,,,,,,
81,0.0,0.059,0.49,0.942,0.976,1.0,,,,,,,
82,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
83,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
84,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
85,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
86,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
87,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
88,0.0,0.056,0.488,0.942,0.976,1.0,,,,,,,
89,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
90,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
91,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
92,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
93,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
94,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
95,0.0,0.038,0.492,0.945,0.975,1.0,,,,,,,
96,0.0,0.038,0.518,0.942,0.975,1.0,,,,,,,
97,0.0,0.038,0.518,0.942,0.975,1.0,,,,,,,
98,0.0,0.038,0.518,0.942,0.975,1.0,,,,,,,
99,0.0,0.038,0.518,0.942,0.975,1.0,,,,,,,
100,0.0,0.203,0.402,0.492,0.735,0.811,0.816,0.875,0.925,0.947,0.994,1.0,
101,0.0,0.203,0.402,0.492,0.735,0.811,0.816,0.875,0.925,0.947,0.994,1.0,
102,0.0,0.203,0.402,0.492,0.735,0.811,0.816,0.875,0.925,0.947,0.994,1.0,
103,0.0,0.203,0.402,0.492,0.735,0.811,0.816,0.875,0.925,0.947,0.994,1.0,
104,0.0,0.203,0.402,0.492,0.735,0.811,0.816,0.875,0.925,0.947,0.994,1.0,
105,0.0,0.203,0.402,0.492,0.735,0.811,0.816,0.875,0.925,0.947,0.994,1.0,
106,0.0,0.195,0.387,0.499,0.731,0.807,0.807,0.872,0.926,0.948,0.994,1.0,
107,0.0,0.195,0.387,0.499,0.731,0.807,0.807,0.872,0.926,0.948,0.994,1.0,
108,0.0,0.195,0.387,0.499,0.731,0.807,0.807,0.872,0.926,0.948,0.994,1.0,
109,0.0,0.195,0.387,0.499,0.731,0.807,0.807,0.872,0.926,0.948,0.994,1.0,
110,0.0,0.195,0.387,0.499,0.731,0.807,0.807,0.872,0.926,0.948,0.994,1.0,
111,0.0,0.195,0.387,0.499,0.731,0.807,0.807,0.872,0.926,0.948,0.994,1.0,
112,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
113,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
114,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
115,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
116,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
117,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
118,0.0,0.192,0.38,0.49,0.724,0.804,0.812,0.875,0.924,0.948,0.994,1.0,
119,0.0,0.194,0.384,0.501,0.738,0.814,0.814,0.876,0.925,0.95,0.993,1.0,
120,0.0,0.194,0.384,0.501,0.738,0.814,0.814,0.876,0.925,0.95,0.993,1.0,
121,0.0,0.194,0.384,0.501,0.738,0.814,0.814,0.876,0.925,0.95,0.993,1.0,
122,0.0,0.194,0.384,0.501,0.738,0.814,0.814,0.876,0.925,0.95,0.993,1.0,
123,0.0,0.194,0.384,0.501,0.738,0.814,0.814,0.876,0.925,0.95,0.993,1.0,
124,0.0,0.194,0.384,0.501,0.738,0.814,0.814,0.876,0.925,0.95,0.993,1.0,
125,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
126,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
127,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
128,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
129,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
130,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
131,0.0,0.043,0.275,0.484,0.641,0.798,0.905,0.966,0.987,0.987,1.0,,
