,average value,variance 1D,y axis variance,pressure value ratio as 3,points ratio as 3
135,359.2608695652174,88889.32325141777,1.7315760118876633,0.957,0.739
136,359.2608695652174,88889.32325141777,1.7315760118876633,0.957,0.739
137,359.2608695652174,88889.32325141777,1.7315760118876633,0.957,0.739
138,359.2608695652174,88889.32325141777,1.7315760118876633,0.957,0.739
139,359.8695652173912,87690.37429111531,1.7496051634529666,0.953,0.739
140,359.8695652173912,87690.37429111531,1.7496051634529666,0.953,0.739
141,359.8695652173912,87690.37429111531,1.7496051634529666,0.953,0.739
142,359.8695652173912,87690.37429111531,1.7496051634529666,0.953,0.739
143,359.8695652173912,87690.37429111531,1.7496051634529666,0.953,0.739
144,359.8695652173912,87690.37429111531,1.7496051634529666,0.953,0.739
145,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
146,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
147,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
148,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
149,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
150,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
151,335.2399999999999,88093.46239999999,1.783967522974172,0.95,0.72
152,357.4347826086956,89407.28922495275,1.7503114048903363,0.963,0.783
153,357.4347826086956,89407.28922495275,1.7503114048903363,0.963,0.783
154,357.4347826086956,89407.28922495275,1.7503114048903363,0.963,0.783
155,357.4347826086956,89407.28922495275,1.7503114048903363,0.963,0.783
156,357.4347826086956,89407.28922495275,1.7503114048903363,0.963,0.783
157,357.4347826086956,89407.28922495275,1.7503114048903363,0.963,0.783
158,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
159,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
160,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
161,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
162,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
163,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
164,321.6153846153847,88894.08284023668,1.8097811788628653,0.953,0.731
165,344.49999999999994,87360.33333333336,1.7578891952676765,0.952,0.75
166,344.49999999999994,87360.33333333336,1.7578891952676765,0.952,0.75
167,344.49999999999994,87360.33333333336,1.7578891952676765,0.952,0.75
168,344.49999999999994,87360.33333333336,1.7578891952676765,0.952,0.75
169,344.49999999999994,87360.33333333336,1.7578891952676765,0.952,0.75
170,344.49999999999994,87360.33333333336,1.7578891952676765,0.952,0.75
171,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
172,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
173,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
174,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
175,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
176,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
177,348.2916666666666,85835.62326388888,1.8188233858569536,0.946,0.792
178,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
179,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
180,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
181,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
182,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
183,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
184,338.68,85125.57760000002,1.9193294347842138,0.933,0.72
185,316.59259259259255,84116.68587105625,1.9472352745453076,0.945,0.741
186,316.59259259259255,84116.68587105625,1.9472352745453076,0.945,0.741
187,316.59259259259255,84116.68587105625,1.9472352745453076,0.945,0.741
188,316.59259259259255,84116.68587105625,1.9472352745453076,0.945,0.741
189,316.59259259259255,84116.68587105625,1.9472352745453076,0.945,0.741
190,316.59259259259255,84116.68587105625,1.9472352745453076,0.945,0.741
191,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
192,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
193,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
194,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
195,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
196,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
197,325.9230769230769,84470.30177514793,1.9349621346590489,0.948,0.731
198,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
199,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
200,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
201,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
202,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
203,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
204,337.31999999999994,83143.7376,1.8496949658885142,0.953,0.8
205,338.84000000000003,81302.37439999999,1.9498385131180296,0.943,0.76
206,338.84000000000003,81302.37439999999,1.9498385131180296,0.943,0.76
207,338.84000000000003,81302.37439999999,1.9498385131180296,0.943,0.76
208,338.84000000000003,81302.37439999999,1.9498385131180296,0.943,0.76
209,338.84000000000003,81302.37439999999,1.9498385131180296,0.943,0.76
210,338.84000000000003,81302.37439999999,1.9498385131180296,0.943,0.76
211,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
212,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
213,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
214,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
215,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
216,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
217,309.57142857142844,79458.88775510203,2.1176431129441093,0.932,0.75
218,310.8214285714285,79993.78954081635,2.08719692872966,0.934,0.75
219,310.8214285714285,79993.78954081635,2.08719692872966,0.934,0.75
220,310.8214285714285,79993.78954081635,2.08719692872966,0.934,0.75
221,310.8214285714285,79993.78954081635,2.08719692872966,0.934,0.75
222,310.8214285714285,79993.78954081635,2.08719692872966,0.934,0.75
223,310.8214285714285,79993.78954081635,2.08719692872966,0.934,0.75
224,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
225,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
226,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
227,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
228,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
229,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
230,343.84000000000003,79998.13440000001,1.9467076438422666,0.943,0.8
231,324.4814814814814,79600.1015089163,2.0667621643121374,0.933,0.778
232,324.4814814814814,79600.1015089163,2.0667621643121374,0.933,0.778
233,324.4814814814814,79600.1015089163,2.0667621643121374,0.933,0.778
234,324.4814814814814,79600.1015089163,2.0667621643121374,0.933,0.778
235,324.4814814814814,79600.1015089163,2.0667621643121374,0.933,0.778
236,324.4814814814814,79600.1015089163,2.0667621643121374,0.933,0.778
237,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
238,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
239,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
240,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
241,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
242,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
243,337.0769230769232,79237.91715976332,2.091159250500106,0.929,0.769
244,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
245,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
246,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
247,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
248,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
249,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
250,337.5384615384616,78495.40236686391,2.1365680745282774,0.95,0.808
251,347.64,75330.63039999997,2.142187886190496,0.971,0.84
252,347.64,75330.63039999997,2.142187886190496,0.971,0.84
253,347.64,75330.63039999997,2.142187886190496,0.971,0.84
254,347.64,75330.63039999997,2.142187886190496,0.971,0.84
255,347.64,75330.63039999997,2.142187886190496,0.971,0.84
256,347.64,75330.63039999997,2.142187886190496,0.971,0.84
257,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
258,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
259,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
260,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
261,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
262,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
263,364.99999999999994,114561.06666666665,1.4191539292341693,0.925,0.733
264,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
265,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
266,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
267,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
268,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
269,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
270,302.2857142857142,87248.48979591836,2.3018103484558097,0.877,0.81
271,285.4166666666666,80249.4097222222,2.3946239863604877,0.876,0.792
272,285.4166666666666,80249.4097222222,2.3946239863604877,0.876,0.792
273,285.4166666666666,80249.4097222222,2.3946239863604877,0.876,0.792
274,285.4166666666666,80249.4097222222,2.3946239863604877,0.876,0.792
275,285.4166666666666,80249.4097222222,2.3946239863604877,0.876,0.792
276,285.4166666666666,80249.4097222222,2.3946239863604877,0.876,0.792
277,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
278,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
279,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
280,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
281,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
282,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
283,300.9130434782608,84256.3402646503,2.3232697305218153,0.886,0.826
284,294.0869565217391,82419.73156899808,2.480384464873171,0.85,0.826
285,294.0869565217391,82419.73156899808,2.480384464873171,0.85,0.826
286,294.0869565217391,82419.73156899808,2.480384464873171,0.85,0.826
287,294.0869565217391,82419.73156899808,2.480384464873171,0.85,0.826
288,294.0869565217391,82419.73156899808,2.480384464873171,0.85,0.826
289,294.0869565217391,82419.73156899808,2.480384464873171,0.85,0.826
290,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
291,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
292,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
293,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
294,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
295,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
296,392.47368421052636,109720.77562326868,2.4957054480824836,0.962,0.947
297,331.59999999999997,81361.44000000002,2.6022567047076643,0.953,0.95
298,331.59999999999997,81361.44000000002,2.6022567047076643,0.953,0.95
299,331.59999999999997,81361.44000000002,2.6022567047076643,0.953,0.95
300,331.59999999999997,81361.44000000002,2.6022567047076643,0.953,0.95
301,331.59999999999997,81361.44000000002,2.6022567047076643,0.953,0.95
302,331.59999999999997,81361.44000000002,2.6022567047076643,0.953,0.95
303,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
304,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
305,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
306,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
307,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
308,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
309,277.14285714285717,81575.26530612243,2.8043455567807416,0.833,0.75
310,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
311,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
312,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
313,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
314,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
315,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
316,301.88461538461536,87266.71745562131,2.748973607637897,0.845,0.846
317,296.09090909090907,74988.17355371903,2.317299816394136,0.877,0.818
318,296.09090909090907,74988.17355371903,2.317299816394136,0.877,0.818
319,296.09090909090907,74988.17355371903,2.317299816394136,0.877,0.818
320,296.09090909090907,74988.17355371903,2.317299816394136,0.877,0.818
321,296.09090909090907,74988.17355371903,2.317299816394136,0.877,0.818
322,296.09090909090907,74988.17355371903,2.317299816394136,0.877,0.818
323,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
324,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
325,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
326,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
327,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
328,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
329,267.14285714285705,73485.6462585034,2.673261237731197,0.857,0.857
330,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
331,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
332,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
333,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
334,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
335,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
336,298.71999999999997,80218.52159999996,2.7024334356851685,0.823,0.8
337,297.4,76760.08,2.5681310836032885,0.838,0.76
338,297.4,76760.08,2.5681310836032885,0.838,0.76
339,297.4,76760.08,2.5681310836032885,0.838,0.76
340,297.4,76760.08,2.5681310836032885,0.838,0.76
341,297.4,76760.08,2.5681310836032885,0.838,0.76
342,297.4,76760.08,2.5681310836032885,0.838,0.76
343,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
344,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
345,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
346,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
347,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
348,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
349,290.4615384615384,75258.94082840238,2.80569083661192,0.829,0.731
350,323.82608695652175,79687.1001890359,2.617148192379445,0.837,0.783
351,323.82608695652175,79687.1001890359,2.617148192379445,0.837,0.783
352,323.82608695652175,79687.1001890359,2.617148192379445,0.837,0.783
353,323.82608695652175,79687.1001890359,2.617148192379445,0.837,0.783
354,323.82608695652175,79687.1001890359,2.617148192379445,0.837,0.783
355,323.82608695652175,79687.1001890359,2.617148192379445,0.837,0.783
356,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
357,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
358,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
359,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
360,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
361,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
362,299.0416666666667,77771.37326388889,2.3946317763137626,0.852,0.792
363,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
364,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
365,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
366,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
367,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
368,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
369,318.31578947368416,104099.16343490308,1.5618307234802358,0.92,0.684
370,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
371,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
372,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
373,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
374,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
375,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
376,285.89285714285717,62543.16709183673,1.610828335350993,0.791,0.679
377,270.84615384615387,50790.66863905326,2.003957288443639,0.91,0.769
378,270.84615384615387,50790.66863905326,2.003957288443639,0.91,0.769
379,270.84615384615387,50790.66863905326,2.003957288443639,0.91,0.769
380,270.84615384615387,50790.66863905326,2.003957288443639,0.91,0.769
381,270.84615384615387,50790.66863905326,2.003957288443639,0.91,0.769
382,270.84615384615387,50790.66863905326,2.003957288443639,0.91,0.769
383,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
384,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
385,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
386,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
387,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
388,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
389,267.44827586206895,58098.316290130795,2.7453626213221676,0.92,0.724
390,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
391,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
392,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
393,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
394,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
395,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
396,260.28000000000003,49886.6816,2.858330458463606,0.808,0.76
397,383.0,115269.66666666664,1.6958881639992698,0.99,0.917
398,383.0,115269.66666666664,1.6958881639992698,0.99,0.917
399,383.0,115269.66666666664,1.6958881639992698,0.99,0.917
400,383.0,115269.66666666664,1.6958881639992698,0.99,0.917
401,383.0,115269.66666666664,1.6958881639992698,0.99,0.917
402,383.0,115269.66666666664,1.6958881639992698,0.99,0.917
403,280.75,104890.4375,8.77921429925091,0.838,0.562
404,280.75,104890.4375,8.77921429925091,0.838,0.562
405,280.75,104890.4375,8.77921429925091,0.838,0.562
406,280.75,104890.4375,8.77921429925091,0.838,0.562
407,280.75,104890.4375,8.77921429925091,0.838,0.562
408,280.75,104890.4375,8.77921429925091,0.838,0.562
409,280.75,104890.4375,8.77921429925091,0.838,0.562
