,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
1,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
2,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
3,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
4,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
5,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
6,0.0,0.04,0.32,0.76,1.0,,,,,,,,,
7,0.0,0.04,0.4,0.76,0.92,1.0,,,,,,,,
8,0.0,0.04,0.4,0.76,0.92,1.0,,,,,,,,
9,0.0,0.04,0.4,0.76,0.92,1.0,,,,,,,,
10,0.0,0.04,0.4,0.76,0.92,1.0,,,,,,,,
11,0.0,0.04,0.4,0.76,0.92,1.0,,,,,,,,
12,0.0,0.04,0.4,0.76,0.92,1.0,,,,,,,,
13,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
14,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
15,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
16,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
17,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
18,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
19,0.0,0.04,0.36,0.72,0.92,1.0,,,,,,,,
20,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
21,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
22,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
23,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
24,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
25,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
26,0.0,0.042,0.375,0.75,0.917,1.0,,,,,,,,
27,0.0,0.107,0.321,0.786,0.929,1.0,,,,,,,,
28,0.0,0.107,0.321,0.786,0.929,1.0,,,,,,,,
29,0.0,0.107,0.321,0.786,0.929,1.0,,,,,,,,
30,0.0,0.107,0.321,0.786,0.929,1.0,,,,,,,,
31,0.0,0.107,0.321,0.786,0.929,1.0,,,,,,,,
32,0.0,0.107,0.321,0.786,0.929,1.0,,,,,,,,
33,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
34,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
35,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
36,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
37,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
38,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
39,0.0,0.111,0.37,0.778,0.963,1.0,,,,,,,,
40,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
41,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
42,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
43,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
44,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
45,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
46,0.0,0.074,0.37,0.704,0.889,1.0,,,,,,,,
47,0.0,0.071,0.357,0.714,0.893,1.0,,,,,,,,
48,0.0,0.071,0.357,0.714,0.893,1.0,,,,,,,,
49,0.0,0.071,0.357,0.714,0.893,1.0,,,,,,,,
50,0.0,0.071,0.357,0.714,0.893,1.0,,,,,,,,
51,0.0,0.071,0.357,0.714,0.893,1.0,,,,,,,,
52,0.0,0.071,0.357,0.714,0.893,1.0,,,,,,,,
53,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
54,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
55,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
56,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
57,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
58,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
59,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
60,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
61,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
62,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
63,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
64,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
65,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
66,0.0,0.069,0.345,0.724,0.897,1.0,,,,,,,,
67,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
68,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
69,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
70,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
71,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
72,0.0,0.071,0.357,0.75,0.893,1.0,,,,,,,,
73,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
74,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
75,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
76,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
77,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
78,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
79,0.0,0.069,0.31,0.724,0.931,1.0,,,,,,,,
80,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
81,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
82,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
83,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
84,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
85,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
86,0.0,0.069,0.345,0.724,0.931,1.0,,,,,,,,
87,0.0,0.1,0.333,0.733,0.9,1.0,,,,,,,,
88,0.0,0.1,0.333,0.733,0.9,1.0,,,,,,,,
89,0.0,0.1,0.333,0.733,0.9,1.0,,,,,,,,
90,0.0,0.1,0.333,0.733,0.9,1.0,,,,,,,,
91,0.0,0.1,0.333,0.733,0.9,1.0,,,,,,,,
92,0.0,0.1,0.333,0.733,0.9,1.0,,,,,,,,
93,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
94,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
95,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
96,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
97,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
98,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
99,0.0,0.115,0.385,0.692,0.885,1.0,,,,,,,,
100,0.0,0.036,0.179,0.304,0.429,0.536,0.696,0.786,0.857,0.911,0.911,0.964,0.982,1.0
101,0.0,0.036,0.179,0.304,0.429,0.536,0.696,0.786,0.857,0.911,0.911,0.964,0.982,1.0
102,0.0,0.036,0.179,0.304,0.429,0.536,0.696,0.786,0.857,0.911,0.911,0.964,0.982,1.0
103,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
104,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
105,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
106,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
107,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
108,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
109,0.0,0.059,0.157,0.275,0.451,0.529,0.686,0.745,0.824,0.882,0.922,0.941,0.961,1.0
110,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
111,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
112,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
113,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
114,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
115,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
116,0.0,0.036,0.196,0.321,0.464,0.554,0.696,0.804,0.857,0.911,0.929,0.964,1.0,
117,0.0,0.055,0.145,0.291,0.436,0.527,0.709,0.764,0.818,0.873,0.909,0.927,0.982,1.0
118,0.0,0.055,0.145,0.291,0.436,0.527,0.709,0.764,0.818,0.873,0.909,0.927,0.982,1.0
119,0.0,0.055,0.145,0.291,0.436,0.527,0.709,0.764,0.818,0.873,0.909,0.927,0.982,1.0
120,0.0,0.055,0.145,0.291,0.436,0.527,0.709,0.764,0.818,0.873,0.909,0.927,0.982,1.0
121,0.0,0.055,0.145,0.291,0.436,0.527,0.709,0.764,0.818,0.873,0.909,0.927,0.982,1.0
122,0.0,0.055,0.145,0.291,0.436,0.527,0.709,0.764,0.818,0.873,0.909,0.927,0.982,1.0
123,0.0,0.036,0.196,0.321,0.464,0.554,0.714,0.786,0.857,0.911,0.911,0.964,1.0,
124,0.0,0.036,0.196,0.321,0.464,0.554,0.714,0.786,0.857,0.911,0.911,0.964,1.0,
125,0.0,0.036,0.164,0.309,0.455,0.6,0.764,0.891,0.927,0.964,1.0,,,
126,0.0,0.036,0.164,0.309,0.455,0.6,0.764,0.891,0.927,0.964,1.0,,,
127,0.0,0.036,0.164,0.309,0.455,0.6,0.764,0.891,0.927,0.964,1.0,,,
128,0.0,0.036,0.164,0.309,0.455,0.6,0.764,0.891,0.927,0.964,1.0,,,
129,0.0,0.036,0.164,0.309,0.455,0.6,0.764,0.891,0.927,0.964,1.0,,,
130,0.0,0.036,0.164,0.309,0.455,0.6,0.764,0.891,0.927,0.964,1.0,,,
131,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
132,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
133,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
134,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
135,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
136,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
137,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.891,0.945,1.0,,,,
138,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.909,0.964,1.0,,,,
139,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.909,0.964,1.0,,,,
140,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.909,0.964,1.0,,,,
141,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.909,0.964,1.0,,,,
142,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.909,0.964,1.0,,,,
143,0.0,0.036,0.145,0.309,0.455,0.6,0.764,0.909,0.964,1.0,,,,
144,0.0,0.037,0.148,0.296,0.444,0.593,0.759,0.907,0.963,1.0,,,,
145,0.0,0.037,0.148,0.296,0.444,0.593,0.759,0.907,0.963,1.0,,,,
146,0.0,0.037,0.148,0.296,0.444,0.593,0.759,0.907,0.963,1.0,,,,
147,0.0,0.037,0.148,0.296,0.444,0.593,0.759,0.907,0.963,1.0,,,,
148,0.0,0.037,0.148,0.296,0.444,0.593,0.759,0.907,0.963,1.0,,,,
149,0.0,0.037,0.148,0.296,0.444,0.593,0.759,0.907,0.963,1.0,,,,
150,0.0,0.021,0.167,0.292,0.438,0.542,0.75,0.896,0.958,0.979,0.979,0.979,0.979,1.0
151,0.0,0.021,0.167,0.292,0.438,0.542,0.75,0.896,0.958,0.979,0.979,0.979,0.979,1.0
152,0.0,0.021,0.167,0.292,0.438,0.542,0.75,0.896,0.958,0.979,0.979,0.979,0.979,1.0
153,0.0,0.021,0.167,0.292,0.438,0.542,0.75,0.896,0.958,0.979,0.979,0.979,0.979,1.0
154,0.0,0.021,0.167,0.292,0.438,0.542,0.75,0.896,0.958,0.979,0.979,0.979,0.979,1.0
155,0.0,0.02,0.184,0.306,0.449,0.551,0.694,0.837,0.898,0.939,0.959,0.959,0.98,1.0
156,0.0,0.02,0.184,0.306,0.449,0.551,0.694,0.837,0.898,0.939,0.959,0.959,0.98,1.0
157,0.0,0.02,0.184,0.306,0.449,0.551,0.694,0.837,0.898,0.939,0.959,0.959,0.98,1.0
158,0.0,0.02,0.184,0.306,0.449,0.551,0.694,0.837,0.898,0.939,0.959,0.959,0.98,1.0
159,0.0,0.02,0.184,0.306,0.449,0.551,0.694,0.837,0.898,0.939,0.959,0.959,0.98,1.0
